date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2026-01-07 00:00:00,-2.7,-4.7,0.7,0,,,5.8,,1031.4,
2026-01-08 00:00:00,-4,-5.4,-2.1,0,,,4.2,,1031.2,
2026-01-09 00:00:00,-4.2,-5.4,-1.9,0,,,6,,1024.4,
2026-01-10 00:00:00,-0.3,-6.2,7.1,0,,,4.9,,1018.8,
2026-01-11 00:00:00,5.9,-0.6,10.1,0,,,6.7,,1017.8,
2026-01-12 00:00:00,5.9,2.6,9.1,0,,,7.6,,1023.7,
2026-01-13 00:00:00,0.3,-2.8,4.5,0,,,5.1,,1026.7,
2026-01-14 00:00:00,-3.5,-5.8,-2.6,0,,,7.5,,1018.6,
2026-01-15 00:00:00,-7.2,-7.7,-6.7,0,,,5.5,,1020.8,
2026-01-16 00:00:00,-11.5,-15.6,-7.7,2.9,,,11.8,,1019.4,
2026-01-17 00:00:00,-16.6,-17.2,-15.8,7.5,,,12.6,,1028.5,
2026-01-18 00:00:00,-13.8,-17.3,-10.8,0,,,4.2,,1030.6,
2026-01-19 00:00:00,-10.4,-14.7,-6.4,0,18,,3.6,,1025.7,
2026-01-20 00:00:00,-5.6,-7.8,-1.8,0,14,,5.6,,1024.7,
2026-01-21 00:00:00,-9.2,-11.3,-4.9,0,12,,4.5,,1018.4,
2026-01-22 00:00:00,-4.9,-9.8,-2.8,0,11,,7.8,,1011.2,
2026-01-23 00:00:00,-4.5,-7.4,-3.2,8.3,,,10.1,,1022,
2026-01-24 00:00:00,-5.6,-8.6,-1.4,0,,,4.6,,1021,
2026-01-25 00:00:00,0.4,-3.3,5,0,13,,6.4,,1020,
2026-01-26 00:00:00,0.3,-2.4,5.5,0,12,,6.4,,1022.2,
2026-01-27 00:00:00,0.7,-0.4,3.6,0,12,,1.5,,1019.8,
2026-01-28 00:00:00,0.4,-2,4.5,0.4,11,,1.8,,1022.1,
2026-01-29 00:00:00,-2,-3.8,-1,0,10,,1.1,,1030.8,
2026-01-30 00:00:00,-2.1,-3.7,1.4,0,9,,0.5,,1024.1,
2026-01-31 00:00:00,-1.5,-4.3,2.5,0,9,,0.8,,1020.1,
2026-02-01 00:00:00,0.8,-2.3,5.8,0,,,0.7,,1020.7,
2026-02-02 00:00:00,1.9,-1.3,6.8,0,,,0.8,,1021.6,
2026-02-03 00:00:00,2.9,0.6,6.1,0,,,1.1,,1022.5,
2026-02-04 00:00:00,3.2,0.4,7.3,0,,,1.3,,1020.3,
2026-02-05 00:00:00,4.2,2,7.7,0,,,1.7,,1020.9,
2026-02-06 00:00:00,1.4,-0.2,3,3.7,,,1.8,,1027.8,
2026-02-07 00:00:00,,,,,,,,,,
2026-02-08 00:00:00,,,,,,,,,,
2026-02-09 00:00:00,,,,,,,,,,
